TransactionID,Items,Basket_Size,Basket_Total
877,"['misc._beverages', 'salty_snack']",2,9.82
878,"['butter', 'ice_cream', 'margarine', 'soda']",4,33.56
879,"['yogurt', 'frozen_vegetables']",2,16.12
880,"['root_vegetables', 'whole_milk', 'rolls/buns']",3,15.139999999999999
881,"['uht-milk', 'bottled_water', 'soda']",3,23.18
882,"['whole_milk', 'dessert', 'butter_milk']",3,26.52
883,"['salty_snack', 'female_sanitary_products']",2,16.0
884,"['soda', 'skin_care']",2,20.47
885,"['citrus_fruit', 'tropical_fruit', 'ice_cream']",3,34.8
886,"['citrus_fruit', 'tropical_fruit', 'brown_bread', 'napkins']",4,36.14
887,"['bottled_water', 'soda', 'waffles']",3,18.89
888,"['curd', 'cake_bar']",2,17.15
889,"['specialty_cheese', 'chewing_gum']",2,19.15
890,"['other_vegetables', 'white_bread']",2,16.81
891,"['whole_milk', 'cream_cheese', 'salty_snack', 'candy']",4,25.02
892,"['root_vegetables', 'whole_milk', 'roll_products']",3,17.709999999999997
893,"['pasta', 'soda', 'snack_products', 'cake_bar']",4,32.55
894,"['whole_milk', 'frozen_vegetables', 'coffee']",3,20.28
895,"['beef', 'other_vegetables']",2,17.36
896,"['frankfurter', 'rolls/buns', 'margarine', 'soda']",4,26.92
897,"['beef', 'other_vegetables', 'margarine', 'soda']",4,36.43
898,"['whole_milk', 'frozen_meals', 'specialty_chocolate']",3,25.89
899,"['other_vegetables', 'pot_plants']",2,17.16
900,"['onions', 'roll_products']",2,9.86
901,"['zwieback', 'long_life_bakery_product', 'dental_care']",3,13.120000000000001
902,"['frankfurter', 'curd_cheese']",2,6.65
903,"['onions', 'yogurt', 'ice_cream']",3,18.82
904,"['curd', 'cat_food', 'soda']",3,28.78
905,"['other_vegetables', 'processed_cheese', 'tea']",3,18.89
906,"['whipped/sour_cream', 'domestic_eggs', 'bottled_water', 'soda']",4,23.98
907,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3,6.0600000000000005
908,"['pip_fruit', 'soft_cheese', 'tidbits']",3,20.76
909,"['soda', 'specialty_bar']",2,10.07
910,"['cereals', 'specialty_chocolate', 'pot_plants']",3,29.39
911,"['frankfurter', 'soda', 'shopping_bags']",3,25.29
912,"['uht-milk', 'cream_cheese', 'spread_cheese', 'rolls/buns']",4,31.189999999999998
913,"['misc._beverages', 'specialty_chocolate']",2,11.67
914,"['bottled_water', 'soda']",2,11.33
915,"['meat_spreads', 'specialty_bar']",2,11.23
916,"['brown_bread', 'bottled_water', 'specialty_bar']",3,10.49
917,"['citrus_fruit', 'herbs', 'other_vegetables', 'curd']",4,30.509999999999998
918,"['beef', 'chocolate']",2,29.23
919,"['mayonnaise', 'white_bread', 'soda']",3,31.65
920,"['fruit/vegetable_juice', 'chewing_gum']",2,14.02
921,"['dog_food', 'cling_film/bags']",2,17.92
922,"['meat', 'other_vegetables', 'white_bread', 'newspapers']",4,29.509999999999998
923,"['whole_milk', 'rolls/buns', 'specialty_chocolate', 'candy']",4,25.45
924,"['tropical_fruit', 'whole_milk', 'margarine', 'sugar']",4,36.26
925,"['other_vegetables', 'whole_milk', 'waffles']",3,19.06
926,"['frozen_vegetables', 'domestic_eggs', 'pastry']",3,19.8
927,"['meat', 'newspapers']",2,12.7
928,"['beef', 'whole_milk', 'margarine', 'salty_snack']",4,36.97
929,"['other_vegetables', 'frozen_fish', 'vinegar']",3,14.55
930,"['whole_milk', 'domestic_eggs', 'cling_film/bags']",3,21.09
931,"['root_vegetables', 'uht-milk', 'soda']",3,22.72
932,"['frankfurter', 'rolls/buns']",2,7.85
933,"['whole_milk', 'pastry']",2,14.809999999999999
934,"['frozen_chicken', 'salty_snack']",2,4.04
935,"['coffee', 'soda']",2,11.71
936,"['citrus_fruit', 'soft_cheese', 'rolls/buns', 'pastry']",4,32.18
937,"['other_vegetables', 'salty_snack', 'dishes', 'house_keeping_products']",4,28.41
938,"['beef', 'root_vegetables']",2,16.55
939,"['butter_milk', 'rolls/buns', 'long_life_bakery_product']",3,19.74
940,"['whole_milk', 'pastry']",2,14.809999999999999
941,"['uht-milk', 'bottled_water', 'specialty_chocolate']",3,19.49
942,"['specialty_chocolate', 'specialty_bar']",2,6.380000000000001
943,"['frozen_meals', 'soda']",2,20.79
944,"['pet_care', 'instant_coffee', 'soda', 'specialty_chocolate']",4,24.03
945,"['other_vegetables', 'specialty_bar']",2,3.81
946,"['herbs', 'bottled_water', 'napkins']",3,13.979999999999999
947,"['frankfurter', 'citrus_fruit', 'canned_vegetables', 'coffee']",4,19.36
948,"['soda', 'specialty_chocolate', 'newspapers']",3,15.08
949,"['whole_milk', 'uht-milk', 'domestic_eggs', 'newspapers']",4,26.5
950,"['other_vegetables', 'margarine']",2,12.809999999999999
951,"['pip_fruit', 'berries']",2,13.309999999999999
952,"['bottled_water', 'soda', 'dishes']",3,23.900000000000002
953,"['pastry', 'syrup']",2,14.95
954,"['other_vegetables', 'pet_care']",2,7.58
955,"['whole_milk', 'pastry', 'vinegar']",3,16.509999999999998
956,"['domestic_eggs', 'misc._beverages']",2,11.42
957,"['citrus_fruit', 'specialty_bar']",2,12.889999999999999
958,"['tropical_fruit', 'whole_milk', 'ice_cream']",3,31.799999999999997
959,"['coffee', 'napkins']",2,5.66
960,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4,9.23
961,"['pip_fruit', 'sweet_spreads']",2,15.68
962,"['tropical_fruit', 'other_vegetables', 'whipped/sour_cream', 'white_bread']",4,38.83
963,"['spread_cheese', 'soda']",2,17.990000000000002
964,"['tropical_fruit', 'yogurt', 'whipped/sour_cream']",3,29.39
965,"['soda', 'salty_snack', 'specialty_bar', 'candy']",4,20.43
966,"['uht-milk', 'pastry', 'waffles']",3,25.43
967,"['soda', 'fruit/vegetable_juice']",2,11.5
968,"['margarine', 'misc._beverages']",2,16.49
969,"['other_vegetables', 'coffee', 'bottled_water', 'salty_snack']",4,11.24
970,"['pastry', 'chocolate', 'candles']",3,33.03
971,"['processed_cheese', 'ketchup', 'seasonal_products']",3,23.16
972,"['rolls/buns', 'pot_plants']",2,18.9
973,"['berries', 'soda', 'long_life_bakery_product', 'specialty_chocolate']",4,27.14
974,"['whole_milk', 'yogurt']",2,16.16
975,"['soda', 'fruit/vegetable_juice', 'waffles']",3,19.06
976,"['whole_milk', 'bottled_water']",2,11.149999999999999
977,"['bottled_water', 'fruit/vegetable_juice']",2,4.89
978,"['citrus_fruit', 'pastry']",2,17.81
979,"['meat', 'root_vegetables', 'whole_milk']",3,22.56
980,"['chicken', 'citrus_fruit', 'rolls/buns', 'bottled_water']",4,24.24
981,"['rolls/buns', 'oil']",2,11.65
982,"['citrus_fruit', 'other_vegetables', 'butter', 'rolls/buns']",4,24.83
983,"['beef', 'other_vegetables', 'canned_fish']",3,21.15
984,"['yogurt', 'brown_bread', 'margarine', 'napkins']",4,27.42
985,"['meat', 'whole_milk', 'specialty_cheese', 'domestic_eggs']",4,33.35
986,"['waffles', 'specialty_chocolate']",2,12.84
987,"['tropical_fruit', 'other_vegetables', 'skin_care']",3,28.61
988,"['meat', 'rolls/buns', 'soda']",3,25.29
989,"['soda', 'specialty_chocolate']",2,14.25
990,"['rolls/buns', 'brown_bread']",2,11.48
991,"['whole_milk', 'fruit/vegetable_juice']",2,11.319999999999999
992,"['pastry', 'specialty_chocolate']",2,11.3
993,"['beverages', 'long_life_bakery_product']",2,13.25
994,"['other_vegetables', 'newspapers']",2,3.54
995,"['newspapers', 'photo/film']",2,10.47
996,"['chicken', 'brown_bread', 'bottled_water', 'newspapers']",4,15.86
997,"['fruit/vegetable_juice', 'cake_bar']",2,12.37
998,"['condensed_milk', 'soda']",2,19.37
999,"['frozen_meals', 'soda']",2,20.79
1000,"['pip_fruit', 'brown_bread', 'misc._beverages', 'chewing_gum']",4,26.68
1001,"['whole_milk', 'sugar']",2,11.76
1002,"['pip_fruit', 'fruit/vegetable_juice']",2,4.3
1003,"['pip_fruit', 'whole_milk', 'whipped/sour_cream']",3,18.18
1004,"['cereals', 'detergent']",2,19.87
1005,"['soda', 'chocolate']",2,23.55
1006,"['root_vegetables', 'shopping_bags']",2,14.82
1007,"['yogurt', 'brown_bread']",2,14.4
1008,"['white_bread', 'chocolate', 'shopping_bags']",3,41.6
1009,"['pip_fruit', 'other_vegetables', 'frozen_vegetables', 'canned_vegetables']",4,14.66
1010,"['curd', 'meat_spreads']",2,17.44
1011,"['tropical_fruit', 'whole_milk']",2,23.189999999999998
1012,"['brown_bread', 'margarine']",2,17.13
1013,"['chocolate', 'dishes']",2,27.15
1014,"['soda', 'specialty_chocolate']",2,14.25
1015,"['butter', 'candy']",2,12.809999999999999
1016,"['citrus_fruit', 'whole_milk', 'waffles']",3,28.139999999999997
1017,"['rolls/buns', 'bottled_water', 'shopping_bags']",3,19.73
1018,"['other_vegetables', 'white_bread', 'newspapers']",3,17.64
1019,"['root_vegetables', 'whole_milk']",2,10.69
1020,"['tidbits', 'rolls/buns', 'coffee', 'salty_snack']",4,19.69
1021,"['whole_milk', 'frozen_vegetables', 'coffee']",3,20.28
1022,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'coffee']",4,25.22
1023,"['frankfurter', 'rolls/buns']",2,7.85
1024,"['other_vegetables', 'whole_milk', 'frozen_potato_products']",3,18.65
1025,"['chocolate', 'candy']",2,21.509999999999998
1026,"['finished_products', 'seasonal_products']",2,21.07
1027,"['whole_milk', 'pastry']",2,14.809999999999999
1028,"['whole_milk', 'zwieback', 'salty_snack']",3,16.59
1029,"['uht-milk', 'artif._sweetener', 'bottled_water']",3,21.07
1030,"['tropical_fruit', 'ice_cream', 'frozen_dessert', 'candy']",4,41.85
1031,"['frozen_meals', 'ice_cream']",2,20.43
1032,"['frankfurter', 'dessert']",2,7.1899999999999995
1033,"['instant_food_products', 'canned_vegetables', 'salty_snack']",3,5.8100000000000005
1034,"['frozen_vegetables', 'margarine', 'cleaner']",3,22.169999999999998
1035,"['citrus_fruit', 'whole_milk', 'semi-finished_bread']",3,23.639999999999997
1036,"['citrus_fruit', 'yogurt', 'fruit/vegetable_juice', 'napkins']",4,24.61
1037,"['rolls/buns', 'prosecco', 'salty_snack']",3,12.24
1038,"['other_vegetables', 'whole_milk', 'butter_milk', 'specialty_cheese']",4,33.1
1039,"['oil', 'fruit/vegetable_juice', 'dishes']",3,22.3
1040,"['frankfurter', 'rolls/buns']",2,7.85
1041,"['tropical_fruit', 'yogurt', 'coffee', 'newspapers']",4,25.34
1042,"['soda', 'chocolate_marshmallow']",2,22.42
1043,"['bottled_water', 'soda', 'salty_snack']",3,14.760000000000002
1044,"['yogurt', 'artif._sweetener']",2,14.23
1045,"['rolls/buns', 'soda']",2,13.420000000000002
1046,"['frozen_meals', 'rolls/buns', 'brown_bread']",3,23.3
1047,"['other_vegetables', 'rolls/buns', 'bottled_water', 'skin_care']",4,21.02
1048,"['rolls/buns', 'brown_bread']",2,11.48
1049,"['coffee', 'soda']",2,11.71
1050,"['frankfurter', 'chicken', 'ice_cream', 'rolls/buns']",4,22.099999999999998
1051,"['yogurt', 'uht-milk', 'rolls/buns', 'brown_bread']",4,30.7
1052,"['frozen_fish', 'rolls/buns', 'pastry']",3,20.61
1053,"['frankfurter', 'soft_cheese', 'rolls/buns']",3,17.77
1054,"['frankfurter', 'rolls/buns', 'chewing_gum']",3,19.34
1055,"['whole_milk', 'whipped/sour_cream', 'pastry', 'bottled_water']",4,24.79
1056,"['herbs', 'other_vegetables']",2,11.41
1057,"['frankfurter', 'rolls/buns']",2,7.85
1058,"['other_vegetables', 'frozen_fish', 'newspapers']",3,13.68
1059,"['bottled_water', 'misc._beverages']",2,8.75
1060,"['bottled_water', 'misc._beverages', 'cooking_chocolate']",3,20.05
1061,"['root_vegetables', 'rolls/buns', 'pastry']",3,12.37
1062,"['misc._beverages', 'fruit/vegetable_juice']",2,8.92
1063,"['beverages', 'long_life_bakery_product']",2,13.25
1064,"['chicken', 'root_vegetables', 'yogurt']",3,14.91
1065,"['yogurt', 'salty_snack', 'napkins']",3,13.72
1066,"['whole_milk', 'frozen_fish', 'pastry']",3,24.95
1067,"['pip_fruit', 'whole_milk', 'soda']",3,19.53
1068,"['fish', 'citrus_fruit']",2,17.91
1069,"['whole_milk', 'butter', 'yogurt', 'rolls/buns']",4,26.49
1070,"['ice_cream', 'newspapers']",2,9.44
1071,"['pet_care', 'bottled_water']",2,7.23
1072,"['rolls/buns', 'white_bread']",2,18.55
1073,"['yogurt', 'beverages']",2,19.27
1074,"['liver_loaf', 'whole_milk', 'mustard', 'shopping_bags']",4,37.9
1075,"['tropical_fruit', 'rolls/buns', 'mustard']",3,31.150000000000002
1076,"['margarine', 'fruit/vegetable_juice']",2,12.629999999999999
1077,"['whole_milk', 'rolls/buns', 'coffee', 'fruit/vegetable_juice']",4,18.509999999999998
1078,"['butter', 'mayonnaise', 'instant_coffee']",3,19.37
1079,"['grapes', 'salty_snack', 'specialty_bar', 'candy']",4,13.620000000000001
1080,"['other_vegetables', 'sweet_spreads']",2,16.62
1081,"['semi-finished_bread', 'bottled_water']",2,5.42
1082,"['coffee', 'flower_(seeds)']",2,13.14
1083,"['rolls/buns', 'pastry', 'napkins', 'newspapers']",4,14.219999999999999
1084,"['other_vegetables', 'white_bread', 'pastry', 'shopping_bags']",4,35.75
1085,"['chicken', 'butter', 'white_bread']",3,25.619999999999997
1086,"['root_vegetables', 'whole_milk']",2,10.69
1087,"['citrus_fruit', 'other_vegetables', 'frozen_vegetables', 'sugar']",4,26.22
1088,"['uht-milk', 'brown_bread']",2,18.88
1089,"['frankfurter', 'white_bread', 'margarine']",3,27.599999999999998
1090,"['frozen_meals', 'cleaner']",2,15.14
1091,"['beef', 'other_vegetables']",2,17.36
1092,"['dessert', 'nut_snack', 'specialty_chocolate']",3,10.88
1093,"['root_vegetables', 'other_vegetables']",2,4.609999999999999
1094,"['whole_milk', 'soft_cheese', 'rolls/buns', 'brown_bread']",4,30.189999999999998
1095,"['tropical_fruit', 'pip_fruit']",2,16.17
1096,"['other_vegetables', 'yogurt', 'chocolate']",3,24.66
1097,"['meat', 'rolls/buns', 'pastry']",3,22.34
1098,"['root_vegetables', 'other_vegetables', 'canned_vegetables', 'shopping_bags']",4,18.96
1099,"['rolls/buns', 'coffee']",2,7.19
1100,"['rolls/buns', 'coffee', 'bottled_water']",3,9.55
1101,"['uht-milk', 'baking_powder']",2,22.46
1102,"['whole_milk', 'butter_milk', 'specialty_bar']",3,23.83
1103,"['citrus_fruit', 'root_vegetables', 'onions', 'other_vegetables']",4,19.24
1104,"['popcorn', 'specialty_bar', 'candy']",3,10.24
1105,"['whole_milk', 'dessert', 'oil']",3,19.78
1106,"['butter', 'yogurt', 'rolls/buns', 'soda']",4,26.67
1107,"['rolls/buns', 'long_life_bakery_product', 'candy', 'shopping_bags']",4,25.65
1108,"['rolls/buns', 'soda', 'fruit/vegetable_juice']",3,15.950000000000001
1109,"['citrus_fruit', 'dessert', 'newspapers']",3,16.41
1110,"['frozen_meals', 'soda']",2,20.79
1111,"['root_vegetables', 'other_vegetables', 'whole_milk']",3,13.399999999999999
1112,"['whole_milk', 'curd', 'yogurt', 'margarine']",4,33.57
1113,"['whole_milk', 'domestic_eggs', 'newspapers']",3,14.649999999999999
1114,"['baking_powder', 'coffee', 'photo/film']",3,22.990000000000002
1115,"['yogurt', 'fruit/vegetable_juice', 'dishes']",3,22.47
1116,"['root_vegetables', 'onions', 'whole_milk', 'bottled_water']",4,15.889999999999999
1117,"['other_vegetables', 'yogurt']",2,10.08
1118,"['other_vegetables', 'whipped/sour_cream']",2,10.33
1119,"['frozen_vegetables', 'margarine', 'pickled_vegetables']",3,24.6
1120,"['coffee', 'pot_plants']",2,17.189999999999998
1121,"['pip_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4,15.169999999999998
1122,"['yogurt', 'rolls/buns']",2,11.82
1123,"['beverages', 'soda']",2,20.87
1124,"['pastry', 'soda']",2,14.99
1125,"['pip_fruit', 'other_vegetables', 'whole_milk']",3,13.27
1126,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'pot_plants']",4,35.31
1127,"['other_vegetables', 'whole_milk', 'yogurt', 'bottled_water']",4,21.23
1128,"['oil', 'bottled_water', 'long_life_bakery_product']",3,10.91
1129,"['frankfurter', 'meat']",2,15.27
1130,"['whole_milk', 'rolls/buns', 'semi-finished_bread']",3,16.3
1131,"['whole_milk', 'rolls/buns', 'coffee']",3,15.98
1132,"['pip_fruit', 'pasta', 'oil', 'shopping_bags']",4,28.86
1133,"['coffee', 'soda']",2,11.71
1134,"['nuts/prunes', 'rolls/buns']",2,15.420000000000002
1135,"['whole_milk', 'bottled_water']",2,11.149999999999999
1136,"['abrasive_cleaner', 'napkins']",2,14.64
1137,"['other_vegetables', 'spices', 'coffee']",3,7.45
1138,"['whole_milk', 'rolls/buns', 'spices', 'bottled_water']",4,17.599999999999998
1139,"['citrus_fruit', 'candy']",2,18.72
1140,"['butter', 'soups']",2,12.41
1141,"['root_vegetables', 'butter', 'margarine']",3,17.88
1142,"['frankfurter', 'rolls/buns']",2,7.85
1143,"['whole_milk', 'flour', 'margarine', 'sugar']",4,26.54
1144,"['other_vegetables', 'chewing_gum']",2,14.2
1145,"['whole_milk', 'curd_cheese']",2,12.04
1146,"['rolls/buns', 'baking_powder', 'soda']",3,24.03
1147,"['specialty_chocolate', 'light_bulbs']",2,18.15
1148,"['frankfurter', 'soda']",2,12.370000000000001
1149,"['whole_milk', 'waffles', 'napkins']",3,19.27
1150,"['pip_fruit', 'chewing_gum']",2,13.26
1151,"['tropical_fruit', 'shopping_bags']",2,27.32
1152,"['other_vegetables', 'rolls/buns', 'brown_bread']",3,14.190000000000001
1153,"['rolls/buns', 'chewing_gum']",2,15.940000000000001
1154,"['margarine', 'soda']",2,19.07
1155,"['whole_milk', 'butter', 'newspapers']",3,15.499999999999998
1156,"['white_bread', 'long_life_bakery_product', 'shopping_bags']",3,28.37
1157,"['sliced_cheese', 'hard_cheese']",2,18.259999999999998
1158,"['yogurt', 'popcorn', 'cleaner', 'newspapers']",4,13.73
1159,"['butter_milk', 'pastry']",2,19.96
1160,"['citrus_fruit', 'domestic_eggs']",2,16.82
1161,"['yogurt', 'coffee']",2,10.11
1162,"['coffee', 'soda', 'waffles']",3,19.27
1163,"['whole_milk', 'white_bread', 'long_life_bakery_product']",3,24.24
1164,"['whole_milk', 'semi-finished_bread']",2,11.85
1165,"['specialty_cheese', 'frozen_meals', 'soda', 'shopping_bags']",4,41.370000000000005
1166,"['whole_milk', 'long_life_bakery_product', 'chocolate']",3,24.72
1167,"['pastry', 'pot_plants']",2,20.47
1168,"['frozen_dessert', 'bottled_water']",2,14.27
1169,"['whole_milk', 'curd', 'rolls/buns']",3,20.549999999999997
1170,"['finished_products', 'bottled_water', 'specialty_bar', 'newspapers']",4,16.46
1171,"['whole_milk', 'fruit/vegetable_juice', 'newspapers']",3,12.149999999999999
1172,"['whole_milk', 'cream_cheese', 'salty_snack']",3,18.09
1173,"['tropical_fruit', 'other_vegetables']",2,17.11
1174,"['beef', 'root_vegetables', 'jam', 'toilet_cleaner']",4,24.21
1175,"['uht-milk', 'newspapers']",2,12.68
1176,"['domestic_eggs', 'rolls/buns']",2,9.48
1177,"['beef', 'citrus_fruit', 'butter', 'fruit/vegetable_juice']",4,34.85
1178,"['bottled_water', 'misc._beverages']",2,8.75
1179,"['soda', 'candy']",2,15.9
1180,"['chicken', 'pip_fruit', 'frozen_vegetables']",3,16.16
1181,"['beverages', 'cream_cheese', 'rolls/buns', 'candy']",4,29.15
1182,"['root_vegetables', 'other_vegetables', 'whole_milk', 'margarine']",4,23.5
1183,"['seasonal_products', 'shopping_bags']",2,21.82
1184,"['pet_care', 'waffles']",2,12.43
1185,"['tropical_fruit', 'rolls/buns']",2,18.85
1186,"['beef', 'salty_snack']",2,18.080000000000002
1187,"['curd', 'yogurt', 'whipped/sour_cream', 'ice_cream']",4,30.91
1188,"['curd_cheese', 'rolls/buns', 'cake_bar']",3,17.54
1189,"['onions', 'whole_milk']",2,11.629999999999999
1190,"['soda', 'specialty_bar']",2,10.07
1191,"['tropical_fruit', 'chewing_gum', 'specialty_chocolate', 'chocolate_marshmallow']",4,44.62
1192,"['beverages', 'frozen_meals', 'specialty_bar', 'candy']",4,31.75
1193,"['other_vegetables', 'canned_fish', 'soda', 'shopping_bags']",4,28.39
1194,"['yogurt', 'bottled_water']",2,9.73
1195,"['other_vegetables', 'whole_milk', 'fruit/vegetable_juice', 'chocolate']",4,28.61
1196,"['rolls/buns', 'candy']",2,11.379999999999999
1197,"['whole_milk', 'pastry', 'newspapers']",3,15.639999999999999
1198,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'shopping_bags']",4,33.78
1199,"['whole_milk', 'dessert', 'brown_bread', 'specialty_bar']",4,20.71
1200,"['finished_products', 'frozen_meals', 'chocolate', 'shopping_bags']",4,51.49
1201,"['whole_milk', 'rolls/buns']",2,13.239999999999998
1202,"['bottled_water', 'soda']",2,11.33
1203,"['frozen_meals', 'specialty_bar']",2,12.92
1204,"['whole_milk', 'whipped/sour_cream']",2,16.41
1205,"['berries', 'whipped/sour_cream', 'cake_bar']",3,29.0
1206,"['berries', 'fruit/vegetable_juice', 'waffles', 'specialty_bar']",4,22.729999999999997
1207,"['whole_milk', 'yogurt', 'bottled_water']",3,18.52
1208,"['other_vegetables', 'whole_milk', 'brown_bread']",3,18.53
1209,"['pastry', 'bottled_water', 'newspapers']",3,9.209999999999999
1210,"['beef', 'onions', 'whole_milk', 'napkins']",4,29.2
1211,"['other_vegetables', 'butter_milk']",2,16.65
1212,"['whole_milk', 'cocoa_drinks']",2,9.93
1213,"['root_vegetables', 'other_vegetables', 'rolls/buns', 'light_bulbs']",4,21.93
1214,"['newspapers', 'flower_soil/fertilizer']",2,3.36
1215,"['root_vegetables', 'other_vegetables']",2,4.609999999999999
1216,"['frankfurter', 'soda', 'newspapers']",3,13.200000000000001
1217,"['citrus_fruit', 'whole_milk']",2,20.58
1218,"['whole_milk', 'curd', 'baking_powder']",3,26.709999999999997
1219,"['other_vegetables', 'curd']",2,10.02
1220,"['tropical_fruit', 'grapes']",2,16.560000000000002
1221,"['rolls/buns', 'white_bread', 'coffee']",3,21.29
1222,"['whole_milk', 'butter', 'soft_cheese']",3,24.59
1223,"['root_vegetables', 'onions', 'other_vegetables']",3,7.449999999999999
1224,"['rolls/buns', 'brown_bread', 'soda']",3,20.450000000000003
1225,"['cat_food', 'newspapers', 'shopping_bags']",3,26.25
1226,"['soda', 'cling_film/bags', 'house_keeping_products']",3,25.939999999999998
1227,"['other_vegetables', 'salt', 'sweet_spreads']",3,23.73
1228,"['hygiene_articles', 'house_keeping_products']",2,18.229999999999997
1229,"['uht-milk', 'rolls/buns']",2,16.3
1230,"['frankfurter', 'rolls/buns', 'dishes', 'shopping_bags']",4,33.34
1231,"['pickled_vegetables', 'bottled_water', 'fruit/vegetable_juice', 'newspapers']",4,11.469999999999999
1232,"['dessert', 'cat_food', 'newspapers']",3,17.12
1233,"['citrus_fruit', 'baking_powder', 'sweet_spreads', 'nut_snack']",4,38.12
1234,"['rolls/buns', 'pastry']",2,10.469999999999999
1235,"['cream_cheese', 'fruit/vegetable_juice']",2,8.4
1236,"['beef', 'citrus_fruit', 'root_vegetables', 'specialty_chocolate']",4,33.62
1237,"['whole_milk', 'rolls/buns']",2,13.239999999999998
1238,"['bottled_water', 'soda']",2,11.33
1239,"['citrus_fruit', 'curd', 'semi-finished_bread', 'mustard']",4,34.46
1240,"['fruit/vegetable_juice', 'seasonal_products']",2,11.43
1241,"['whole_milk', 'domestic_eggs', 'oil']",3,21.02
1242,"['long_life_bakery_product', 'candy']",2,8.28
1243,"['soda', 'chocolate']",2,23.55
1244,"['frankfurter', 'whipped/sour_cream', 'coffee']",3,13.76
1245,"['hard_cheese', 'pastry']",2,13.35
1246,"['pip_fruit', 'coffee']",2,4.51
1247,"['tropical_fruit', 'pip_fruit', 'grapes', 'whole_milk']",4,27.12
1248,"['finished_products', 'cat_food', 'shopping_bags']",3,37.59
1249,"['tropical_fruit', 'root_vegetables', 'rolls/buns', 'newspapers']",4,21.580000000000002
1250,"['whole_milk', 'curd', 'whipped/sour_cream']",3,23.72
1251,"['citrus_fruit', 'tropical_fruit']",2,26.189999999999998
1252,"['herbs', 'whole_milk', 'pastry']",3,23.509999999999998
1253,"['frankfurter', 'chocolate']",2,17.98
1254,"['white_bread', 'brown_bread']",2,21.13
1255,"['yogurt', 'canned_vegetables', 'pot_plants']",3,23.25
1256,"['whole_milk', 'sugar', 'cling_film/bags']",3,19.029999999999998
1257,"['salt', 'candy']",2,14.04
1258,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4,18.53
1259,"['whole_milk', 'hard_cheese', 'sugar']",3,19.09
1260,"['soda', 'detergent']",2,19.18
1261,"['yogurt', 'margarine', 'newspapers']",3,18.3
1262,"['butter', 'curd']",2,13.19
1263,"['salty_snack', 'dental_care']",2,10.83
1264,"['whole_milk', 'instant_coffee', 'soda']",3,22.67
1265,"['mayonnaise', 'candy', 'newspapers']",3,16.34
1266,"['whipped/sour_cream', 'domestic_eggs', 'candles']",3,25.08
1267,"['beverages', 'misc._beverages']",2,18.29
1268,"['yogurt', 'bottled_water']",2,9.73
1269,"['salty_snack', 'candy']",2,10.36
1270,"['citrus_fruit', 'other_vegetables']",2,14.5
1271,"['tropical_fruit', 'fruit/vegetable_juice', 'candy']",3,23.86
1272,"['whole_milk', 'whipped/sour_cream', 'pudding_powder']",3,30.96
1273,"['tropical_fruit', 'ice_cream', 'frozen_dessert']",3,34.92
1274,"['tropical_fruit', 'packaged_fruit/vegetables']",2,25.0
1275,"['other_vegetables', 'uht-milk', 'cream']",3,19.78
1276,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4,32.27
1277,"['tropical_fruit', 'butter_milk', 'baking_powder']",3,38.95
1278,"['yogurt', 'pastry']",2,13.39
1279,"['tropical_fruit', 'yogurt', 'cream_cheese']",3,27.64
1280,"['uht-milk', 'brown_bread', 'newspapers']",3,19.71
1281,"['pastry', 'soda']",2,14.99
1282,"['whipped/sour_cream', 'rolls/buns']",2,12.07
1283,"['soda', 'long_life_bakery_product']",2,10.32
1284,"['whole_milk', 'beverages', 'bottled_water', 'newspapers']",4,23.88
1285,"['yogurt', 'soda', 'waffles']",3,23.9
1286,"['yogurt', 'processed_cheese', 'frozen_vegetables', 'rolls/buns']",4,31.22
1287,"['condensed_milk', 'rolls/buns', 'sugar', 'coffee']",4,20.560000000000002
1288,"['whole_milk', 'photo/film']",2,18.43
1289,"['rolls/buns', 'soda']",2,13.420000000000002
1290,"['pip_fruit', 'rolls/buns']",2,6.220000000000001
1291,"['tropical_fruit', 'brown_bread']",2,21.43
1292,"['citrus_fruit', 'dessert', 'photo/film']",3,25.22
1293,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'margarine']",4,32.449999999999996
1294,"['seasonal_products', 'photo/film']",2,18.54
1295,"['rolls/buns', 'bottled_water', 'soda']",3,15.780000000000001
1296,"['whole_milk', 'yogurt']",2,16.16
1297,"['pip_fruit', 'beverages', 'pastry', 'hygiene_articles']",4,28.22
1298,"['yogurt', 'bottled_water']",2,9.73
1299,"['yogurt', 'cream_cheese', 'rolls/buns']",3,17.69
1300,"['citrus_fruit', 'yogurt', 'hygiene_articles']",3,27.689999999999998
1301,"['uht-milk', 'condensed_milk', 'coffee', 'cling_film/bags']",4,32.26
1302,"['pip_fruit', 'cream_cheese', 'cookware']",3,22.169999999999998
1303,"['root_vegetables', 'whipped/sour_cream', 'oil', 'pet_care']",4,21.59
