TransactionID,Items,Basket_Size
1036,"['citrus_fruit', 'yogurt', 'fruit/vegetable_juice', 'napkins']",4
1037,"['rolls/buns', 'prosecco', 'salty_snack']",3
1038,"['other_vegetables', 'whole_milk', 'butter_milk', 'specialty_cheese']",4
1039,"['oil', 'fruit/vegetable_juice', 'dishes']",3
1040,"['frankfurter', 'rolls/buns']",2
1041,"['tropical_fruit', 'yogurt', 'coffee', 'newspapers']",4
1042,"['soda', 'chocolate_marshmallow']",2
1043,"['bottled_water', 'soda', 'salty_snack']",3
1044,"['yogurt', 'artif._sweetener']",2
1045,"['rolls/buns', 'soda']",2
1046,"['frozen_meals', 'rolls/buns', 'brown_bread']",3
1047,"['other_vegetables', 'rolls/buns', 'bottled_water', 'skin_care']",4
1048,"['rolls/buns', 'brown_bread']",2
1049,"['coffee', 'soda']",2
1050,"['frankfurter', 'chicken', 'ice_cream', 'rolls/buns']",4
1051,"['yogurt', 'uht-milk', 'rolls/buns', 'brown_bread']",4
1052,"['frozen_fish', 'rolls/buns', 'pastry']",3
1053,"['frankfurter', 'soft_cheese', 'rolls/buns']",3
1054,"['frankfurter', 'rolls/buns', 'chewing_gum']",3
1055,"['whole_milk', 'whipped/sour_cream', 'pastry', 'bottled_water']",4
1056,"['herbs', 'other_vegetables']",2
1057,"['frankfurter', 'rolls/buns']",2
1058,"['other_vegetables', 'frozen_fish', 'newspapers']",3
1059,"['bottled_water', 'misc._beverages']",2
1060,"['bottled_water', 'misc._beverages', 'cooking_chocolate']",3
1061,"['root_vegetables', 'rolls/buns', 'pastry']",3
1062,"['misc._beverages', 'fruit/vegetable_juice']",2
1063,"['beverages', 'long_life_bakery_product']",2
1064,"['chicken', 'root_vegetables', 'yogurt']",3
1065,"['yogurt', 'salty_snack', 'napkins']",3
1066,"['whole_milk', 'frozen_fish', 'pastry']",3
1067,"['pip_fruit', 'whole_milk', 'soda']",3
1068,"['fish', 'citrus_fruit']",2
1069,"['whole_milk', 'butter', 'yogurt', 'rolls/buns']",4
1070,"['ice_cream', 'newspapers']",2
1071,"['pet_care', 'bottled_water']",2
1072,"['rolls/buns', 'white_bread']",2
1073,"['yogurt', 'beverages']",2
1074,"['liver_loaf', 'whole_milk', 'mustard', 'shopping_bags']",4
1075,"['tropical_fruit', 'rolls/buns', 'mustard']",3
1076,"['margarine', 'fruit/vegetable_juice']",2
1077,"['whole_milk', 'rolls/buns', 'coffee', 'fruit/vegetable_juice']",4
1078,"['butter', 'mayonnaise', 'instant_coffee']",3
1079,"['grapes', 'salty_snack', 'specialty_bar', 'candy']",4
1080,"['other_vegetables', 'sweet_spreads']",2
1081,"['semi-finished_bread', 'bottled_water']",2
1082,"['coffee', 'flower_(seeds)']",2
1083,"['rolls/buns', 'pastry', 'napkins', 'newspapers']",4
1084,"['other_vegetables', 'white_bread', 'pastry', 'shopping_bags']",4
1085,"['chicken', 'butter', 'white_bread']",3
1086,"['root_vegetables', 'whole_milk']",2
1087,"['citrus_fruit', 'other_vegetables', 'frozen_vegetables', 'sugar']",4
1088,"['uht-milk', 'brown_bread']",2
1089,"['frankfurter', 'white_bread', 'margarine']",3
1090,"['frozen_meals', 'cleaner']",2
1091,"['beef', 'other_vegetables']",2
1092,"['dessert', 'nut_snack', 'specialty_chocolate']",3
1093,"['root_vegetables', 'other_vegetables']",2
1094,"['whole_milk', 'soft_cheese', 'rolls/buns', 'brown_bread']",4
1095,"['tropical_fruit', 'pip_fruit']",2
1096,"['other_vegetables', 'yogurt', 'chocolate']",3
1097,"['meat', 'rolls/buns', 'pastry']",3
1098,"['root_vegetables', 'other_vegetables', 'canned_vegetables', 'shopping_bags']",4
1099,"['rolls/buns', 'coffee']",2
1100,"['rolls/buns', 'coffee', 'bottled_water']",3
1101,"['uht-milk', 'baking_powder']",2
1102,"['whole_milk', 'butter_milk', 'specialty_bar']",3
1103,"['citrus_fruit', 'root_vegetables', 'onions', 'other_vegetables']",4
1104,"['popcorn', 'specialty_bar', 'candy']",3
1105,"['whole_milk', 'dessert', 'oil']",3
1106,"['butter', 'yogurt', 'rolls/buns', 'soda']",4
1107,"['rolls/buns', 'long_life_bakery_product', 'candy', 'shopping_bags']",4
1108,"['rolls/buns', 'soda', 'fruit/vegetable_juice']",3
1109,"['citrus_fruit', 'dessert', 'newspapers']",3
1110,"['frozen_meals', 'soda']",2
1111,"['root_vegetables', 'other_vegetables', 'whole_milk']",3
1112,"['whole_milk', 'curd', 'yogurt', 'margarine']",4
1113,"['whole_milk', 'domestic_eggs', 'newspapers']",3
1114,"['baking_powder', 'coffee', 'photo/film']",3
1115,"['yogurt', 'fruit/vegetable_juice', 'dishes']",3
1116,"['root_vegetables', 'onions', 'whole_milk', 'bottled_water']",4
1117,"['other_vegetables', 'yogurt']",2
1118,"['other_vegetables', 'whipped/sour_cream']",2
1119,"['frozen_vegetables', 'margarine', 'pickled_vegetables']",3
1120,"['coffee', 'pot_plants']",2
1121,"['pip_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
1122,"['yogurt', 'rolls/buns']",2
1123,"['beverages', 'soda']",2
1124,"['pastry', 'soda']",2
1125,"['pip_fruit', 'other_vegetables', 'whole_milk']",3
1126,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'pot_plants']",4
1127,"['other_vegetables', 'whole_milk', 'yogurt', 'bottled_water']",4
1128,"['oil', 'bottled_water', 'long_life_bakery_product']",3
1129,"['frankfurter', 'meat']",2
1130,"['whole_milk', 'rolls/buns', 'semi-finished_bread']",3
1131,"['whole_milk', 'rolls/buns', 'coffee']",3
1132,"['pip_fruit', 'pasta', 'oil', 'shopping_bags']",4
1133,"['coffee', 'soda']",2
1134,"['nuts/prunes', 'rolls/buns']",2
1135,"['whole_milk', 'bottled_water']",2
1136,"['abrasive_cleaner', 'napkins']",2
1137,"['other_vegetables', 'spices', 'coffee']",3
1138,"['whole_milk', 'rolls/buns', 'spices', 'bottled_water']",4
1139,"['citrus_fruit', 'candy']",2
1140,"['butter', 'soups']",2
1141,"['root_vegetables', 'butter', 'margarine']",3
1142,"['frankfurter', 'rolls/buns']",2
1143,"['whole_milk', 'flour', 'margarine', 'sugar']",4
1144,"['other_vegetables', 'chewing_gum']",2
1145,"['whole_milk', 'curd_cheese']",2
1146,"['rolls/buns', 'baking_powder', 'soda']",3
1147,"['specialty_chocolate', 'light_bulbs']",2
1148,"['frankfurter', 'soda']",2
1149,"['whole_milk', 'waffles', 'napkins']",3
1150,"['pip_fruit', 'chewing_gum']",2
1151,"['tropical_fruit', 'shopping_bags']",2
1152,"['other_vegetables', 'rolls/buns', 'brown_bread']",3
1153,"['rolls/buns', 'chewing_gum']",2
1154,"['margarine', 'soda']",2
1155,"['whole_milk', 'butter', 'newspapers']",3
1156,"['white_bread', 'long_life_bakery_product', 'shopping_bags']",3
1157,"['sliced_cheese', 'hard_cheese']",2
1158,"['yogurt', 'popcorn', 'cleaner', 'newspapers']",4
1159,"['butter_milk', 'pastry']",2
1160,"['citrus_fruit', 'domestic_eggs']",2
1161,"['yogurt', 'coffee']",2
1162,"['coffee', 'soda', 'waffles']",3
1163,"['whole_milk', 'white_bread', 'long_life_bakery_product']",3
1164,"['whole_milk', 'semi-finished_bread']",2
1165,"['specialty_cheese', 'frozen_meals', 'soda', 'shopping_bags']",4
1166,"['whole_milk', 'long_life_bakery_product', 'chocolate']",3
1167,"['pastry', 'pot_plants']",2
1168,"['frozen_dessert', 'bottled_water']",2
1169,"['whole_milk', 'curd', 'rolls/buns']",3
1170,"['finished_products', 'bottled_water', 'specialty_bar', 'newspapers']",4
1171,"['whole_milk', 'fruit/vegetable_juice', 'newspapers']",3
1172,"['whole_milk', 'cream_cheese', 'salty_snack']",3
1173,"['tropical_fruit', 'other_vegetables']",2
1174,"['beef', 'root_vegetables', 'jam', 'toilet_cleaner']",4
1175,"['uht-milk', 'newspapers']",2
1176,"['domestic_eggs', 'rolls/buns']",2
1177,"['beef', 'citrus_fruit', 'butter', 'fruit/vegetable_juice']",4
1178,"['bottled_water', 'misc._beverages']",2
1179,"['soda', 'candy']",2
1180,"['chicken', 'pip_fruit', 'frozen_vegetables']",3
1181,"['beverages', 'cream_cheese', 'rolls/buns', 'candy']",4
1182,"['root_vegetables', 'other_vegetables', 'whole_milk', 'margarine']",4
1183,"['seasonal_products', 'shopping_bags']",2
1184,"['pet_care', 'waffles']",2
1185,"['tropical_fruit', 'rolls/buns']",2
1186,"['beef', 'salty_snack']",2
1187,"['curd', 'yogurt', 'whipped/sour_cream', 'ice_cream']",4
1188,"['curd_cheese', 'rolls/buns', 'cake_bar']",3
1189,"['onions', 'whole_milk']",2
1190,"['soda', 'specialty_bar']",2
1191,"['tropical_fruit', 'chewing_gum', 'specialty_chocolate', 'chocolate_marshmallow']",4
1192,"['beverages', 'frozen_meals', 'specialty_bar', 'candy']",4
1193,"['other_vegetables', 'canned_fish', 'soda', 'shopping_bags']",4
1194,"['yogurt', 'bottled_water']",2
1195,"['other_vegetables', 'whole_milk', 'fruit/vegetable_juice', 'chocolate']",4
1196,"['rolls/buns', 'candy']",2
1197,"['whole_milk', 'pastry', 'newspapers']",3
1198,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'shopping_bags']",4
1199,"['whole_milk', 'dessert', 'brown_bread', 'specialty_bar']",4
1200,"['finished_products', 'frozen_meals', 'chocolate', 'shopping_bags']",4
1201,"['whole_milk', 'rolls/buns']",2
1202,"['bottled_water', 'soda']",2
1203,"['frozen_meals', 'specialty_bar']",2
1204,"['whole_milk', 'whipped/sour_cream']",2
1205,"['berries', 'whipped/sour_cream', 'cake_bar']",3
1206,"['berries', 'fruit/vegetable_juice', 'waffles', 'specialty_bar']",4
1207,"['whole_milk', 'yogurt', 'bottled_water']",3
1208,"['other_vegetables', 'whole_milk', 'brown_bread']",3
1209,"['pastry', 'bottled_water', 'newspapers']",3
1210,"['beef', 'onions', 'whole_milk', 'napkins']",4
1211,"['other_vegetables', 'butter_milk']",2
1212,"['whole_milk', 'cocoa_drinks']",2
1213,"['root_vegetables', 'other_vegetables', 'rolls/buns', 'light_bulbs']",4
1214,"['newspapers', 'flower_soil/fertilizer']",2
1215,"['root_vegetables', 'other_vegetables']",2
1216,"['frankfurter', 'soda', 'newspapers']",3
1217,"['citrus_fruit', 'whole_milk']",2
1218,"['whole_milk', 'curd', 'baking_powder']",3
1219,"['other_vegetables', 'curd']",2
1220,"['tropical_fruit', 'grapes']",2
1221,"['rolls/buns', 'white_bread', 'coffee']",3
1222,"['whole_milk', 'butter', 'soft_cheese']",3
1223,"['root_vegetables', 'onions', 'other_vegetables']",3
1224,"['rolls/buns', 'brown_bread', 'soda']",3
1225,"['cat_food', 'newspapers', 'shopping_bags']",3
1226,"['soda', 'cling_film/bags', 'house_keeping_products']",3
1227,"['other_vegetables', 'salt', 'sweet_spreads']",3
1228,"['hygiene_articles', 'house_keeping_products']",2
1229,"['uht-milk', 'rolls/buns']",2
1230,"['frankfurter', 'rolls/buns', 'dishes', 'shopping_bags']",4
1231,"['pickled_vegetables', 'bottled_water', 'fruit/vegetable_juice', 'newspapers']",4
1232,"['dessert', 'cat_food', 'newspapers']",3
1233,"['citrus_fruit', 'baking_powder', 'sweet_spreads', 'nut_snack']",4
1234,"['rolls/buns', 'pastry']",2
1235,"['cream_cheese', 'fruit/vegetable_juice']",2
1236,"['beef', 'citrus_fruit', 'root_vegetables', 'specialty_chocolate']",4
1237,"['whole_milk', 'rolls/buns']",2
1238,"['bottled_water', 'soda']",2
1239,"['citrus_fruit', 'curd', 'semi-finished_bread', 'mustard']",4
1240,"['fruit/vegetable_juice', 'seasonal_products']",2
1241,"['whole_milk', 'domestic_eggs', 'oil']",3
1242,"['long_life_bakery_product', 'candy']",2
1243,"['soda', 'chocolate']",2
1244,"['frankfurter', 'whipped/sour_cream', 'coffee']",3
1245,"['hard_cheese', 'pastry']",2
1246,"['pip_fruit', 'coffee']",2
1247,"['tropical_fruit', 'pip_fruit', 'grapes', 'whole_milk']",4
1248,"['finished_products', 'cat_food', 'shopping_bags']",3
1249,"['tropical_fruit', 'root_vegetables', 'rolls/buns', 'newspapers']",4
1250,"['whole_milk', 'curd', 'whipped/sour_cream']",3
1251,"['citrus_fruit', 'tropical_fruit']",2
1252,"['herbs', 'whole_milk', 'pastry']",3
1253,"['frankfurter', 'chocolate']",2
1254,"['white_bread', 'brown_bread']",2
1255,"['yogurt', 'canned_vegetables', 'pot_plants']",3
1256,"['whole_milk', 'sugar', 'cling_film/bags']",3
1257,"['salt', 'candy']",2
1258,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
1259,"['whole_milk', 'hard_cheese', 'sugar']",3
1260,"['soda', 'detergent']",2
1261,"['yogurt', 'margarine', 'newspapers']",3
1262,"['butter', 'curd']",2
1263,"['salty_snack', 'dental_care']",2
1264,"['whole_milk', 'instant_coffee', 'soda']",3
1265,"['mayonnaise', 'candy', 'newspapers']",3
1266,"['whipped/sour_cream', 'domestic_eggs', 'candles']",3
1267,"['beverages', 'misc._beverages']",2
1268,"['yogurt', 'bottled_water']",2
1269,"['salty_snack', 'candy']",2
1270,"['citrus_fruit', 'other_vegetables']",2
1271,"['tropical_fruit', 'fruit/vegetable_juice', 'candy']",3
1272,"['whole_milk', 'whipped/sour_cream', 'pudding_powder']",3
1273,"['tropical_fruit', 'ice_cream', 'frozen_dessert']",3
1274,"['tropical_fruit', 'packaged_fruit/vegetables']",2
1275,"['other_vegetables', 'uht-milk', 'cream']",3
1276,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
1277,"['tropical_fruit', 'butter_milk', 'baking_powder']",3
1278,"['yogurt', 'pastry']",2
1279,"['tropical_fruit', 'yogurt', 'cream_cheese']",3
1280,"['uht-milk', 'brown_bread', 'newspapers']",3
1281,"['pastry', 'soda']",2
1282,"['whipped/sour_cream', 'rolls/buns']",2
1283,"['soda', 'long_life_bakery_product']",2
1284,"['whole_milk', 'beverages', 'bottled_water', 'newspapers']",4
1285,"['yogurt', 'soda', 'waffles']",3
1286,"['yogurt', 'processed_cheese', 'frozen_vegetables', 'rolls/buns']",4
1287,"['condensed_milk', 'rolls/buns', 'sugar', 'coffee']",4
1288,"['whole_milk', 'photo/film']",2
1289,"['rolls/buns', 'soda']",2
1290,"['pip_fruit', 'rolls/buns']",2
1291,"['tropical_fruit', 'brown_bread']",2
1292,"['citrus_fruit', 'dessert', 'photo/film']",3
1293,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'margarine']",4
1294,"['seasonal_products', 'photo/film']",2
1295,"['rolls/buns', 'bottled_water', 'soda']",3
1296,"['whole_milk', 'yogurt']",2
1297,"['pip_fruit', 'beverages', 'pastry', 'hygiene_articles']",4
1298,"['yogurt', 'bottled_water']",2
1299,"['yogurt', 'cream_cheese', 'rolls/buns']",3
1300,"['citrus_fruit', 'yogurt', 'hygiene_articles']",3
1301,"['uht-milk', 'condensed_milk', 'coffee', 'cling_film/bags']",4
1302,"['pip_fruit', 'cream_cheese', 'cookware']",3
1303,"['root_vegetables', 'whipped/sour_cream', 'oil', 'pet_care']",4
1304,"['other_vegetables', 'cake_bar']",2
1305,"['whole_milk', 'shopping_bags']",2
1306,"['bottled_water', 'soda']",2
1307,"['frozen_meals', 'canned_fruit']",2
1308,"['pip_fruit', 'yogurt']",2
1309,"['rolls/buns', 'shopping_bags']",2
1310,"['whipped/sour_cream', 'pastry', 'bottled_water']",3
1311,"['long_life_bakery_product', 'house_keeping_products']",2
1312,"['tropical_fruit', 'brown_bread', 'pastry']",3
1313,"['whole_milk', 'coffee']",2
1314,"['beverages', 'sauces', 'sweet_spreads', 'pot_plants']",4
1315,"['cream_cheese', 'rolls/buns']",2
1316,"['frozen_vegetables', 'frozen_meals']",2
1317,"['root_vegetables', 'other_vegetables', 'yogurt', 'flower_(seeds)']",4
1318,"['citrus_fruit', 'curd', 'uht-milk']",3
1319,"['rolls/buns', 'instant_food_products']",2
1320,"['frozen_vegetables', 'bottled_water']",2
1321,"['whole_milk', 'fruit/vegetable_juice']",2
1322,"['other_vegetables', 'soft_cheese']",2
1323,"['whole_milk', 'rolls/buns', 'chewing_gum']",3
1324,"['beverages', 'chocolate']",2
1325,"['finished_products', 'candy']",2
1326,"['specialty_chocolate', 'photo/film']",2
1327,"['skin_care', 'napkins']",2
1328,"['condensed_milk', 'rolls/buns']",2
1329,"['hard_cheese', 'instant_food_products']",2
1330,"['whole_milk', 'butter', 'cat_food']",3
1331,"['frankfurter', 'rolls/buns']",2
1332,"['yogurt', 'fruit/vegetable_juice']",2
1333,"['soda', 'long_life_bakery_product']",2
1334,"['pip_fruit', 'butter_milk', 'soda']",3
1335,"['pip_fruit', 'soda', 'chewing_gum']",3
1336,"['dessert', 'waffles']",2
1337,"['whole_milk', 'rolls/buns', 'pastry', 'newspapers']",4
1338,"['frankfurter', 'whole_milk', 'rolls/buns', 'salt']",4
1339,"['whole_milk', 'pastry']",2
1340,"['rolls/buns', 'dishes']",2
1341,"['soups', 'canned_vegetables', 'chocolate']",3
1342,"['rolls/buns', 'pastry', 'sugar']",3
1343,"['curd', 'soda', 'cake_bar']",3
1344,"['rolls/buns', 'coffee']",2
1345,"['frankfurter', 'whole_milk', 'butter', 'dessert']",4
1346,"['meat', 'frozen_meals', 'fruit/vegetable_juice']",3
1347,"['turkey', 'tropical_fruit', 'yogurt', 'rolls/buns']",4
1348,"['citrus_fruit', 'specialty_fat']",2
1349,"['whipped/sour_cream', 'frozen_vegetables', 'frozen_meals']",3
1350,"['rolls/buns', 'brown_bread']",2
1351,"['spread_cheese', 'white_bread', 'newspapers']",3
1352,"['root_vegetables', 'soft_cheese']",2
1353,"['frankfurter', 'butter', 'brown_bread']",3
1354,"['curd', 'yogurt']",2
1355,"['pip_fruit', 'soda']",2
1356,"['instant_coffee', 'photo/film']",2
1357,"['curd', 'uht-milk', 'bottled_water']",3
1358,"['rolls/buns', 'soda', 'chewing_gum']",3
1359,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'pastry']",4
1360,"['tropical_fruit', 'brown_bread', 'specialty_bar']",3
1361,"['dessert', 'brown_bread']",2
1362,"['citrus_fruit', 'misc._beverages']",2
1363,"['whole_milk', 'rolls/buns', 'syrup']",3
1364,"['whole_milk', 'processed_cheese', 'spread_cheese', 'rolls/buns']",4
1365,"['frozen_meals', 'white_bread', 'fruit/vegetable_juice']",3
1366,"['dessert', 'yogurt', 'cat_food', 'napkins']",4
1367,"['rolls/buns', 'sugar', 'coffee', 'soda']",4
1368,"['butter', 'napkins']",2
1369,"['chicken', 'fruit/vegetable_juice', 'long_life_bakery_product']",3
1370,"['rolls/buns', 'soda', 'snack_products']",3
1371,"['rolls/buns', 'pastry', 'coffee']",3
1372,"['pasta', 'sauces']",2
1373,"['waffles', 'chocolate', 'specialty_chocolate']",3
1374,"['pasta', 'specialty_chocolate', 'dishes']",3
1375,"['yogurt', 'frozen_dessert']",2
1376,"['whole_milk', 'coffee', 'cooking_chocolate', 'newspapers']",4
1377,"['tropical_fruit', 'yogurt', 'beverages']",3
1378,"['yogurt', 'sugar', 'shopping_bags']",3
1379,"['meat', 'whole_milk', 'rolls/buns']",3
1380,"['soda', 'bathroom_cleaner']",2
1381,"['whole_milk', 'frozen_vegetables']",2
1382,"['specialty_bar', 'house_keeping_products']",2
1383,"['berries', 'yogurt', 'whipped/sour_cream']",3
1384,"['dessert', 'soda']",2
1385,"['whole_milk', 'dessert', 'coffee', 'bottled_water']",4
1386,"['other_vegetables', 'rolls/buns', 'hair_spray']",3
1387,"['misc._beverages', 'napkins']",2
1388,"['whipped/sour_cream', 'margarine', 'long_life_bakery_product']",3
1389,"['tropical_fruit', 'whipped/sour_cream', 'jam']",3
1390,"['citrus_fruit', 'pip_fruit']",2
1391,"['waffles', 'specialty_bar']",2
1392,"['pip_fruit', 'whipped/sour_cream']",2
1393,"['margarine', 'candy']",2
1394,"['whole_milk', 'rolls/buns', 'salt']",3
1395,"['whole_milk', 'soft_cheese', 'sliced_cheese']",3
1396,"['rolls/buns', 'meat_spreads']",2
1397,"['meat', 'other_vegetables']",2
1398,"['pastry', 'long_life_bakery_product']",2
1399,"['rolls/buns', 'brown_bread']",2
1400,"['frankfurter', 'whole_milk', 'rolls/buns', 'newspapers']",4
1401,"['frozen_fruits', 'soda', 'specialty_bar']",3
1402,"['hard_cheese', 'pasta', 'soda', 'waffles']",4
1403,"['dessert', 'yogurt']",2
1404,"['other_vegetables', 'condensed_milk', 'soda']",3
1405,"['yogurt', 'rolls/buns']",2
1406,"['packaged_fruit/vegetables', 'pastry']",2
1407,"['cat_food', 'misc._beverages', 'female_sanitary_products']",3
1408,"['root_vegetables', 'herbs', 'other_vegetables']",3
1409,"['tropical_fruit', 'rolls/buns', 'misc._beverages']",3
1410,"['whole_milk', 'white_bread']",2
1411,"['whole_milk', 'butter', 'sugar']",3
1412,"['whole_milk', 'bottled_water', 'soda', 'chewing_gum']",4
1413,"['root_vegetables', 'dog_food', 'bottled_water']",3
1414,"['tropical_fruit', 'seasonal_products']",2
1415,"['whole_milk', 'butter', 'soda', 'chocolate']",4
1416,"['soda', 'waffles']",2
1417,"['beverages', 'photo/film']",2
1418,"['hygiene_articles', 'photo/film']",2
1419,"['pastry', 'bottled_water', 'specialty_chocolate']",3
1420,"['rolls/buns', 'pickled_vegetables']",2
1421,"['instant_coffee', 'long_life_bakery_product']",2
1422,"['liver_loaf', 'tropical_fruit', 'other_vegetables']",3
1423,"['root_vegetables', 'whole_milk', 'hard_cheese', 'specialty_cheese']",4
1424,"['waffles', 'specialty_chocolate']",2
1425,"['soda', 'specialty_bar']",2
1426,"['whole_milk', 'margarine', 'soda']",3
1427,"['whole_milk', 'domestic_eggs', 'rolls/buns', 'fruit/vegetable_juice']",4
1428,"['whole_milk', 'brown_bread']",2
1429,"['whole_milk', 'frozen_meals', 'bottled_water']",3
1430,"['citrus_fruit', 'root_vegetables', 'frozen_vegetables', 'chewing_gum']",4
1431,"['dish_cleaner', 'shopping_bags']",2
1432,"['rolls/buns', 'soda']",2
1433,"['beverages', 'rolls/buns', 'soda', 'seasonal_products']",4
1434,"['whole_milk', 'newspapers']",2
1435,"['meat', 'curd', 'whipped/sour_cream', 'roll_products']",4
1436,"['soda', 'chewing_gum']",2
1437,"['chicken', 'candy']",2
1438,"['other_vegetables', 'rolls/buns']",2
1439,"['ice_cream', 'rolls/buns', 'chocolate']",3
1440,"['fish', 'specialty_chocolate']",2
1441,"['tropical_fruit', 'whole_milk', 'butter', 'syrup']",4
1442,"['uht-milk', 'canned_fish']",2
1443,"['frozen_meals', 'soda', 'specialty_chocolate']",3
1444,"['berries', 'brown_bread']",2
1445,"['yogurt', 'beverages', 'soda', 'shopping_bags']",4
1446,"['brown_bread', 'seasonal_products']",2
1447,"['domestic_eggs', 'waffles', 'napkins']",3
1448,"['rolls/buns', 'white_bread']",2
1449,"['pip_fruit', 'bottled_water']",2
1450,"['whole_milk', 'fruit/vegetable_juice', 'chewing_gum', 'shopping_bags']",4
1451,"['onions', 'whole_milk']",2
1452,"['other_vegetables', 'whole_milk']",2
1453,"['other_vegetables', 'cream_cheese']",2
1454,"['fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",3
1455,"['other_vegetables', 'whole_milk', 'dessert', 'chewing_gum']",4
1456,"['chocolate', 'specialty_chocolate']",2
1457,"['frankfurter', 'whole_milk', 'white_bread', 'brown_bread']",4
1458,"['root_vegetables', 'herbs']",2
1459,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'chewing_gum']",4
1460,"['tropical_fruit', 'whole_milk', 'newspapers', 'shopping_bags']",4
1461,"['other_vegetables', 'semi-finished_bread']",2
1462,"['meat', 'other_vegetables', 'salty_snack']",3
1463,"['whole_milk', 'brown_bread']",2
1464,"['coffee', 'instant_coffee']",2
1465,"['rolls/buns', 'pastry']",2
1466,"['ice_cream', 'semi-finished_bread']",2
1467,"['liver_loaf', 'whole_milk', 'rolls/buns', 'soda']",4
1468,"['chewing_gum', 'seasonal_products']",2
1469,"['soda', 'salty_snack', 'cake_bar', 'candy']",4
1470,"['chicken', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
1471,"['soft_cheese', 'ice_cream']",2
1472,"['whole_milk', 'white_bread', 'newspapers']",3
1473,"['pastry', 'instant_coffee']",2
1474,"['citrus_fruit', 'yogurt', 'whipped/sour_cream', 'shopping_bags']",4
1475,"['ice_cream', 'soda']",2
1476,"['root_vegetables', 'other_vegetables', 'white_bread', 'baking_powder']",4
1477,"['other_vegetables', 'fruit/vegetable_juice', 'salty_snack', 'napkins']",4
1478,"['coffee', 'tea']",2
1479,"['other_vegetables', 'coffee', 'soda', 'dental_care']",4
1480,"['misc._beverages', 'dishes']",2
1481,"['whole_milk', 'meat_spreads', 'fruit/vegetable_juice']",3
1482,"['chicken', 'yogurt', 'whipped/sour_cream']",3
1483,"['dessert', 'specialty_chocolate']",2
1484,"['pastry', 'margarine', 'coffee']",3
1485,"['onions', 'frozen_meals']",2
1486,"['pastry', 'soda']",2
1487,"['whole_milk', 'hard_cheese', 'rolls/buns', 'bottled_water']",4
1488,"['pip_fruit', 'whole_milk']",2
1489,"['instant_food_products', 'soda']",2
1490,"['meat', 'whole_milk', 'yogurt']",3
1491,"['whipped/sour_cream', 'frozen_vegetables']",2
1492,"['tropical_fruit', 'whipped/sour_cream', 'hygiene_articles']",3
1493,"['bottled_water', 'waffles', 'chocolate']",3
1494,"['beef', 'specialty_chocolate']",2
1495,"['frankfurter', 'rolls/buns']",2
1496,"['uht-milk', 'mustard']",2
1497,"['whole_milk', 'brown_bread']",2
1498,"['butter_milk', 'brown_bread']",2
1499,"['chicken', 'rolls/buns', 'bottled_water']",3
1500,"['whole_milk', 'cat_food']",2
1501,"['sliced_cheese', 'rolls/buns']",2
1502,"['butter_milk', 'yogurt']",2
1503,"['butter', 'yogurt']",2
1504,"['tropical_fruit', 'whole_milk', 'newspapers']",3
1505,"['softener', 'newspapers']",2
1506,"['rolls/buns', 'pastry', 'semi-finished_bread']",3
1507,"['tropical_fruit', 'whole_milk']",2
1508,"['other_vegetables', 'whole_milk', 'specialty_cheese']",3
1509,"['margarine', 'misc._beverages']",2
1510,"['salt', 'salty_snack']",2
1511,"['other_vegetables', 'whole_milk', 'salty_snack']",3
1512,"['frankfurter', 'processed_cheese', 'soda']",3
1513,"['frankfurter', 'beef', 'whole_milk']",3
1514,"['fish', 'uht-milk', 'cream_cheese', 'ice_cream']",4
1515,"['chewing_gum', 'specialty_bar']",2
1516,"['uht-milk', 'soda', 'detergent']",3
1517,"['meat', 'rolls/buns', 'misc._beverages']",3
1518,"['pip_fruit', 'rolls/buns', 'snack_products']",3
1519,"['other_vegetables', 'whole_milk', 'butter_milk', 'margarine']",4
1520,"['whole_milk', 'butter_milk', 'cream_cheese', 'coffee']",4
1521,"['yogurt', 'rolls/buns']",2
1522,"['pip_fruit', 'soda']",2
1523,"['whole_milk', 'domestic_eggs']",2
1524,"['bottled_water', 'newspapers']",2
1525,"['bottled_water', 'soda']",2
1526,"['citrus_fruit', 'curd', 'yogurt', 'newspapers']",4
1527,"['whole_milk', 'curd', 'oil', 'margarine']",4
1528,"['fruit/vegetable_juice', 'pot_plants']",2
1529,"['other_vegetables', 'cream_cheese']",2
1530,"['pip_fruit', 'pastry']",2
1531,"['whole_milk', 'sugar', 'cat_food']",3
1532,"['beef', 'rolls/buns']",2
1533,"['pastry', 'coffee', 'chewing_gum']",3
1534,"['tropical_fruit', 'bottled_water']",2
1535,"['root_vegetables', 'other_vegetables', 'cream_cheese', 'chocolate']",4
1536,"['whole_milk', 'yogurt']",2
1537,"['whole_milk', 'rolls/buns', 'bottled_water']",3
